iter	F1	Logloss
882	0.985226827	0.08960878478
883	0.985226827	0.08950024981
884	0.9854845037	0.0894109731
885	0.985226827	0.08928800963
886	0.9854845037	0.08916853727
887	0.9854845037	0.08909544675
888	0.9854845037	0.08904317645
889	0.9854845037	0.08899461756
890	0.9854845037	0.08891679979
891	0.985226827	0.08885378226
892	0.985226827	0.08876255411
893	0.9854845037	0.08864326809
894	0.9854845037	0.08857430347
895	0.9854845037	0.08848040982
896	0.9857423152	0.088328984
897	0.9854845037	0.08823493441
898	0.9857423152	0.08809462266
899	0.9857423152	0.08799946862
900	0.9860002617	0.08791862035
901	0.9860002617	0.0878203289
902	0.9860002617	0.08773376367
903	0.9860002617	0.08764572048
904	0.9862583431	0.08750621538
905	0.9862583431	0.08741603023
906	0.9860002617	0.08724971427
907	0.9860002617	0.0871126642
908	0.9860002617	0.08702472923
909	0.9860002617	0.08696896295
910	0.9857423152	0.08686165538
911	0.9857423152	0.08671292864
912	0.9861401674	0.08662755319
913	0.9861401674	0.08659328621
914	0.9857423152	0.08648162342
915	0.9860002617	0.08641048858
916	0.9860002617	0.08630191415
917	0.9860002617	0.08622324262
918	0.9862583431	0.08613770724
919	0.9862583431	0.08608409348
920	0.9862583431	0.08601397875
921	0.9862583431	0.08590464403
922	0.9862583431	0.0858154583
923	0.9860002617	0.085678416
924	0.9863981167	0.08554719169
925	0.9863981167	0.08550777553
926	0.9863981167	0.08542178216
927	0.9863981167	0.08529116384
928	0.9863981167	0.08519523962
929	0.9863981167	0.08513013972
930	0.9863981167	0.0850490693
931	0.9863981167	0.08497244338
932	0.9863981167	0.08489215972
933	0.9863981167	0.08482158296
934	0.9863981167	0.0847099019
935	0.9863981167	0.084612174
936	0.9863981167	0.08448028772
937	0.9863981167	0.08439656429
938	0.9863981167	0.08433486676
939	0.9863981167	0.08414717416
940	0.9863981167	0.08409928658
941	0.9866562009	0.08397612198
942	0.9866562009	0.08386827197
943	0.9866562009	0.08377796685
944	0.9869144203	0.08368952479
945	0.9869144203	0.08365139386
946	0.9869144203	0.08354702708
947	0.9866562009	0.08346479181
948	0.9866562009	0.08341094348
949	0.9866562009	0.08333519321
950	0.9866562009	0.08326320446
951	0.9866562009	0.08316983402
952	0.9866562009	0.08312345755
953	0.9869144203	0.08302098042
954	0.9869144203	0.08290220104
955	0.9873119686	0.08283600412
956	0.9873119686	0.08274117767
957	0.9873119686	0.08270678687
958	0.9875703258	0.08263143517
959	0.9875703258	0.08257188731
960	0.9875703258	0.08251763239
961	0.9875703258	0.08239071608
962	0.9875703258	0.08234000557
963	0.9875703258	0.08226991572
964	0.9875703258	0.08219089049
965	0.9875703258	0.08211203381
966	0.9875703258	0.08192412205
967	0.9875703258	0.08183954945
968	0.9875703258	0.0817209625
969	0.9875703258	0.08161420262
970	0.9875703258	0.08149800963
971	0.9875703258	0.08141356464
972	0.9875703258	0.08129845009
973	0.9875703258	0.08118828564
974	0.9875703258	0.08107620837
975	0.9884846899	0.08093214864
976	0.9887434555	0.08090045287
977	0.9887434555	0.08080242085
978	0.9887434555	0.08072656968
979	0.9887434555	0.08065423231
980	0.9887434555	0.08057005733
981	0.9890023566	0.08049367304
982	0.9887434555	0.08040782488
983	0.9887434555	0.08031547044
984	0.9887434555	0.08026856643
985	0.9887434555	0.08015554958
986	0.9887434555	0.08000909359
987	0.9887434555	0.07990416419
988	0.9887434555	0.07984742863
989	0.9887434555	0.07978105529
990	0.9887434555	0.0797460715
991	0.9890023566	0.07969946736
992	0.9890023566	0.07961865542
993	0.9890023566	0.07958525205
994	0.9890023566	0.07945508244
995	0.9890023566	0.07940657093
996	0.9890023566	0.07936938326
997	0.9890023566	0.07926448796
998	0.9890023566	0.07921199186
999	0.9890023566	0.07913751845
1000	0.9890023566	0.07911186676
1001	0.9890023566	0.07902898706
1002	0.9890023566	0.07895431932
1003	0.9893992933	0.07886985022
1004	0.9893992933	0.0787986437
1005	0.9893992933	0.07874860951
1006	0.9893992933	0.07864343086
1007	0.9893992933	0.07855554715
1008	0.9893992933	0.07851343994
1009	0.9893992933	0.07837263426
1010	0.9893992933	0.07823781667
1011	0.9896583322	0.07813006255
1012	0.9896583322	0.0780800486
1013	0.9896583322	0.07805987418
1014	0.9899175069	0.07794659132
1015	0.9899175069	0.07785820415
1016	0.9903141361	0.07777650489
1017	0.9903141361	0.07773305382
1018	0.9905734485	0.07765617962
1019	0.9908328968	0.07757301645
1020	0.9908328968	0.07748568998
1021	0.9905734485	0.07743846292
1022	0.9905734485	0.0773612725
1023	0.9903141361	0.07728889236
1024	0.9903141361	0.07716807649
1025	0.9903141361	0.07709082739
1026	0.9903141361	0.07703236394
1027	0.9903141361	0.07692198775
1028	0.9903141361	0.07688517036
1029	0.9905734485	0.07681069541
1030	0.9905734485	0.07673491368
1031	0.9905734485	0.07666152045
1032	0.9903141361	0.07658298057
1033	0.9903141361	0.07653548239
1034	0.9905734485	0.07646941814
1035	0.9905734485	0.07641842928
1036	0.9905734485	0.07637116349
1037	0.9905734485	0.07627205503
1038	0.9905734485	0.07617584698
1039	0.9905734485	0.07610098183
1040	0.9905734485	0.07600613928
1041	0.9908328968	0.07593048745
1042	0.9908328968	0.0758623649
1043	0.9908328968	0.07581701712
1044	0.9908328968	0.07574186557
1045	0.9908328968	0.07566480761
1046	0.9908328968	0.07556962865
1047	0.9905734485	0.07549502735
1048	0.9905734485	0.07538139247
1049	0.9905734485	0.07533900297
1050	0.9908328968	0.07523307276
1051	0.9908328968	0.07518749132
1052	0.9908328968	0.07512727319
1053	0.9908328968	0.07505551175
1054	0.9908328968	0.07498522306
1055	0.9908328968	0.0748922422
1056	0.9908328968	0.07483623893
1057	0.9913522013	0.07477101911
1058	0.9913522013	0.07464108482
1059	0.9913522013	0.07460626501
1060	0.9913522013	0.07455741863
1061	0.9913522013	0.07446717201
1062	0.9913522013	0.07437140714
1063	0.9913522013	0.07435297017
1064	0.9916120577	0.0742682548
1065	0.9916120577	0.07422499938
1066	0.9916120577	0.07415007249
1067	0.9916120577	0.07409589128
1068	0.9916120577	0.0739771403
1069	0.9918720503	0.07390952049
1070	0.9918720503	0.07385724694
1071	0.9918720503	0.07381740058
1072	0.9918720503	0.07371860641
1073	0.9918720503	0.07367461732
1074	0.9918720503	0.07355124578
1075	0.9918720503	0.07349974857
1076	0.9918720503	0.07344803435
1077	0.9918720503	0.07341416022
1078	0.9918720503	0.07336123079
1079	0.9918720503	0.07326833671
1080	0.9918720503	0.07320813738
1081	0.9918720503	0.0731720896
1082	0.9918720503	0.07312244815
1083	0.9921321794	0.07306768851
1084	0.9921321794	0.07302319189
1085	0.9921321794	0.07297730151
1086	0.9921321794	0.07293557869
1087	0.9921321794	0.07286485228
1088	0.9921321794	0.07282638825
1089	0.9921321794	0.07277607045
1090	0.9921321794	0.07272183951
1091	0.9921321794	0.07269152329
1092	0.9921321794	0.07261995171
1093	0.9921321794	0.07252976371
1094	0.9921321794	0.07248562943
1095	0.9921321794	0.07244945615
1096	0.9921321794	0.07240937184
1097	0.9921321794	0.07234676936
1098	0.9921321794	0.07228846517
1099	0.9921321794	0.07224689969
1100	0.9921321794	0.07217658534
1101	0.9921321794	0.07212342604
1102	0.9921321794	0.07198440842
1103	0.9921321794	0.07188088197
1104	0.9921321794	0.07180987309
1105	0.9921321794	0.07170889589
1106	0.9921321794	0.07162565309
1107	0.9921321794	0.07156888618
1108	0.9921321794	0.07151790153
1109	0.9923924449	0.07146522993
1110	0.9923924449	0.07143132578
1111	0.9923924449	0.07137671743
1112	0.9923924449	0.07127211866
1113	0.9923924449	0.0711731509
1114	0.9923924449	0.07106479666
1115	0.9923924449	0.07099367896
1116	0.9927887767	0.0709113247
1117	0.9927887767	0.07085304501
1118	0.9927887767	0.07080762929
1119	0.9927887767	0.07074419876
1120	0.9927887767	0.07069019724
1121	0.9927887767	0.07060555072
1122	0.9927887767	0.07053275458
1123	0.9927887767	0.07045367773
1124	0.9927887767	0.07038736046
1125	0.9927887767	0.07036234098
1126	0.9930491803	0.07029945096
1127	0.9930491803	0.07023134162
1128	0.9930491803	0.07013777149
1129	0.9930491803	0.070071614
1130	0.9930491803	0.07001850859
1131	0.9930491803	0.069957323
1132	0.9933097206	0.06988780722
1133	0.9933097206	0.06984618976
1134	0.9933097206	0.06982363908
1135	0.9935703976	0.06974027601
1136	0.9935703976	0.06972814973
1137	0.9933097206	0.06962679204
1138	0.9933097206	0.06957454707
1139	0.9933097206	0.06952058437
1140	0.9935703976	0.06942721879
1141	0.9935703976	0.06938607418
1142	0.9935703976	0.06933864534
1143	0.9935703976	0.06925914635
1144	0.9935703976	0.06921737572
1145	0.9935703976	0.06915824435
1146	0.9935703976	0.06913310207
1147	0.9935703976	0.06905692879
1148	0.9935703976	0.06900932246
1149	0.9935703976	0.06894127298
1150	0.9935703976	0.06885926161
1151	0.9935703976	0.06878796048
1152	0.9935703976	0.06873790154
1153	0.9935703976	0.0686753695
1154	0.9935703976	0.06859917074
1155	0.9935703976	0.06853224091
1156	0.9935703976	0.06844669969
1157	0.9935703976	0.06840745015
1158	0.9935703976	0.06828261437
1159	0.9935703976	0.06822932653
1160	0.9935703976	0.0681731622
1161	0.9935703976	0.0681073898
1162	0.9935703976	0.06802586279
1163	0.9935703976	0.06794823998
1164	0.9935703976	0.06784861599
1165	0.9935703976	0.06780221065
1166	0.9935703976	0.0677437804
1167	0.9938312114	0.06767617295
1168	0.9938312114	0.06761125036
1169	0.9938312114	0.06752495795
1170	0.9938312114	0.06743639129
1171	0.9938312114	0.06735492038
1172	0.9938312114	0.0673182853
1173	0.9938312114	0.06728600572
1174	0.9938312114	0.06720587424
1175	0.9938312114	0.0671662483
1176	0.9938312114	0.06713513838
1177	0.9938312114	0.06708537363
1178	0.9938312114	0.06702133875
1179	0.9938312114	0.06698476818
1180	0.9940921623	0.0669179394
1181	0.9940921623	0.06688467475
1182	0.9940921623	0.06685365996
1183	0.9940921623	0.06679464512
1184	0.9940921623	0.06672004189
1185	0.9940921623	0.06668213153
1186	0.9940921623	0.06660677555
1187	0.9940921623	0.06657678936
1188	0.9940921623	0.06651646376
1189	0.9940921623	0.06646649851
1190	0.9940921623	0.066406301
1191	0.9940921623	0.06633468731
1192	0.9938312114	0.06624604268
1193	0.9938312114	0.06621714571
1194	0.9938312114	0.06617156362
1195	0.9938312114	0.06610195632
1196	0.9940921623	0.06605997641
1197	0.9940921623	0.06600086202
1198	0.9940921623	0.06593878567
1199	0.9940921623	0.06590021017
1200	0.9940921623	0.06583244655
1201	0.9940921623	0.0657823942
1202	0.9940921623	0.06574867971
1203	0.9940921623	0.06568919066
1204	0.9940921623	0.06564673697
1205	0.9940921623	0.06554632452
1206	0.9940921623	0.06549740666
1207	0.9940921623	0.06543938132
1208	0.9940921623	0.06539942399
1209	0.9940921623	0.06535842778
1210	0.9940921623	0.06532805585
1211	0.994488189	0.06525840057
1212	0.994488189	0.06520344336
1213	0.994488189	0.06514294104
1214	0.994488189	0.06509225704
1215	0.994488189	0.06506036506
1216	0.994488189	0.06502681251
1217	0.994488189	0.06499758143
1218	0.994488189	0.06495686621
1219	0.994488189	0.06485075361
1220	0.994488189	0.06483318856
1221	0.994488189	0.06480153338
1222	0.994488189	0.0647523656
1223	0.994488189	0.06468589005
1224	0.994749278	0.06465866836
1225	0.994749278	0.06456845564
1226	0.994749278	0.0645236428
1227	0.994488189	0.064497619
1228	0.994488189	0.0644532967
1229	0.994488189	0.06438580205
1230	0.994488189	0.06430135596
1231	0.994488189	0.06426607909
1232	0.994488189	0.0642332574
1233	0.994488189	0.0641873626
1234	0.994488189	0.06413359846
1235	0.994488189	0.06407697086
1236	0.994488189	0.06399880713
1237	0.994488189	0.06393626904
1238	0.994488189	0.0639071501
1239	0.994488189	0.06387386729
1240	0.994488189	0.06382033417
1241	0.994488189	0.06373780162
1242	0.994749278	0.06369594065
1243	0.994488189	0.06364453333
1244	0.994488189	0.06356555506
1245	0.994749278	0.06352104597
1246	0.994749278	0.06346737485
1247	0.994749278	0.0634341481
1248	0.9950105042	0.06337845622
1249	0.9950105042	0.06333106674
1250	0.9952718676	0.06327959048
1251	0.9952718676	0.0631746509
1252	0.9952718676	0.06312890456
1253	0.9952718676	0.06301004917
1254	0.9952718676	0.06295836288
1255	0.9952718676	0.06290756187
1256	0.9952718676	0.0628687956
1257	0.9952718676	0.06283668897
1258	0.9952718676	0.06281068947
1259	0.9952718676	0.06275766837
1260	0.9952718676	0.06272878065
1261	0.9952718676	0.06267191228
1262	0.9955333684	0.06261947129
1263	0.9955333684	0.06249545425
1264	0.9955333684	0.06244425712
1265	0.9955333684	0.06239199379
1266	0.9955333684	0.06233076043
1267	0.9955333684	0.0623003502
1268	0.9955333684	0.06224105876
1269	0.9955333684	0.06220422942
1270	0.9955333684	0.06213896592
1271	0.9955333684	0.06208313619
1272	0.9955333684	0.06203247283
1273	0.9955333684	0.06198321899
1274	0.9955333684	0.06195779991
1275	0.9955333684	0.06188426864
1276	0.9955333684	0.06178134066
1277	0.9955333684	0.06175100494
1278	0.9955333684	0.06169507409
1279	0.9955333684	0.06165078772
1280	0.9955333684	0.06159591973
1281	0.9955333684	0.06153832816
1282	0.9955333684	0.06151237519
1283	0.9955333684	0.06147817104
1284	0.9955333684	0.06140307026
1285	0.9955333684	0.06133762133
1286	0.9955333684	0.06125126259
1287	0.9955333684	0.06118942616
1288	0.9955333684	0.06111061361
1289	0.9955333684	0.06108091201
1290	0.9955333684	0.0610654922
1291	0.9955333684	0.06102281654
1292	0.9955333684	0.06100215168
1293	0.9955333684	0.0609544646
1294	0.9955333684	0.06090602311
1295	0.9959290873	0.06088846091
1296	0.9959290873	0.06085318251
1297	0.9959290873	0.06081127657
1298	0.9959290873	0.0607665028
1299	0.9961907264	0.06072001736
1300	0.9961907264	0.0606857767
1301	0.9961907264	0.06065509832
1302	0.9961907264	0.06063092588
1303	0.9965861345	0.06057639393
1304	0.9965861345	0.06048847789
1305	0.9968479117	0.06043226006
1306	0.9968479117	0.06040188703
1307	0.9968479117	0.06038404213
1308	0.9968479117	0.06033080767
1309	0.9968479117	0.0602787198
1310	0.9968479117	0.06022513868
1311	0.9968479117	0.06018079848
1312	0.9968479117	0.06015787258
1313	0.9968479117	0.0601067958
1314	0.9968479117	0.06004461856
1315	0.9968479117	0.05998001866
1316	0.9968479117	0.05995502838
1317	0.9968479117	0.05993197766
1318	0.9968479117	0.05987209313
1319	0.9968479117	0.05984231023
1320	0.9968479117	0.05981093906
1321	0.9968479117	0.05976679463
1322	0.9968479117	0.0597016982
1323	0.9971098266	0.0596638852
1324	0.9971098266	0.05963277441
1325	0.9971098266	0.05960462713
1326	0.9971098266	0.0595771759
1327	0.9971098266	0.05950953233
1328	0.9968479117	0.05944720552
1329	0.9968479117	0.05938377322
1330	0.9971098266	0.05932362938
1331	0.9971098266	0.05926920003
1332	0.9971098266	0.05923609685
1333	0.9971098266	0.05921175078
1334	0.9971098266	0.05914628302
1335	0.9971098266	0.05908442922
1336	0.9971098266	0.05906400127
1337	0.9971098266	0.05904315324
1338	0.9971098266	0.05896417441
1339	0.9971098266	0.05891490936
1340	0.9971098266	0.05886627799
1341	0.9971098266	0.05880621067
1342	0.9971098266	0.05874491275
1343	0.9971098266	0.05868795315
1344	0.9971098266	0.05862380192
1345	0.9971098266	0.05859566415
1346	0.9971098266	0.05854564102
1347	0.9971098266	0.05851704102
1348	0.9971098266	0.05844796601
1349	0.9971098266	0.05840207693
1350	0.9971098266	0.058347823
1351	0.9971098266	0.05829078174
1352	0.9971098266	0.05823252332
1353	0.9975049245	0.05820476268
1354	0.9971098266	0.05817099178
1355	0.9975049245	0.05811789223
1356	0.9975049245	0.05805028862
1357	0.9975049245	0.05801780712
1358	0.9975049245	0.05796467042
1359	0.9975049245	0.05790529001
1360	0.9975049245	0.05789195627
1361	0.9975049245	0.05784620539
1362	0.9975049245	0.05781507124
1363	0.9975049245	0.05775987763
1364	0.9975049245	0.05771244756
1365	0.9975049245	0.05768415642
1366	0.9975049245	0.05765721023
1367	0.9975049245	0.05760775111
1368	0.9975049245	0.05755176298
1369	0.9971098266	0.05750586154
1370	0.9971098266	0.05744375959
1371	0.9971098266	0.0574122889
1372	0.9971098266	0.05736773516
1373	0.9971098266	0.05734231475
1374	0.9971098266	0.05731841848
1375	0.9971098266	0.05728730049
1376	0.9971098266	0.05722560305
1377	0.9971098266	0.05719272159
1378	0.9975049245	0.05715623376
1379	0.9975049245	0.05708268918
1380	0.9975049245	0.05703939604
1381	0.9975049245	0.05701162227
1382	0.9975049245	0.05696027354
1383	0.9978997112	0.05690434643
1384	0.9978997112	0.05685112605
1385	0.9978997112	0.05681301649
1386	0.9978997112	0.05673996198
1387	0.9978997112	0.05670813788
1388	0.9978997112	0.0566807676
1389	0.9978997112	0.05662514443
1390	0.9978997112	0.05657511102
1391	0.9978997112	0.0565485711
1392	0.9978997112	0.05649514165
1393	0.9978997112	0.05641456089
1394	0.9978997112	0.05638104614
1395	0.9978997112	0.05634252183
1396	0.9978997112	0.05626570029
1397	0.9978997112	0.05620502919
1398	0.9978997112	0.05617760224
1399	0.9978997112	0.05613323425
1400	0.9978997112	0.05608533866
1401	0.9978997112	0.05605508599
1402	0.9978997112	0.05599900387
1403	0.9978997112	0.05597545843
1404	0.9978997112	0.05593847028
1405	0.9978997112	0.05586078244
1406	0.9978997112	0.05580617795
1407	0.9978997112	0.05574239408
1408	0.9978997112	0.05572853489
1409	0.9978997112	0.05568560327
1410	0.9978997112	0.05564220497
1411	0.9978997112	0.05560976686
1412	0.9978997112	0.05554396716
1413	0.9978997112	0.05545716859
1414	0.9981617647	0.05538427172
1415	0.9981617647	0.05535709423
1416	0.9981617647	0.05530912576
1417	0.9981617647	0.05521470527
1418	0.9981617647	0.05518036764
1419	0.9981617647	0.05513799548
1420	0.9981617647	0.05510232714
1421	0.9981617647	0.05508607875
1422	0.9981617647	0.05504089054
1423	0.9981617647	0.05500256145
1424	0.9981617647	0.05495345887
1425	0.9981617647	0.05491200174
1426	0.9981617647	0.05484922316
1427	0.9981617647	0.05482577735
1428	0.9981617647	0.05476394887
1429	0.9981617647	0.05470285225
1430	0.9981617647	0.054654427
1431	0.9981617647	0.05460791433
1432	0.9981617647	0.05458733933
1433	0.9981617647	0.05454723612
1434	0.9981617647	0.05451057978
1435	0.9981617647	0.05446700135
1436	0.9981617647	0.05445132167
1437	0.9981617647	0.05438185325
1438	0.9981617647	0.05434006079
1439	0.9984239559	0.05428954636
1440	0.9984239559	0.05424293546
1441	0.9984239559	0.05417979341
1442	0.9984239559	0.05414571515
1443	0.9984239559	0.0541060875
1444	0.9984239559	0.05405919771
1445	0.9984239559	0.05401538035
1446	0.9984239559	0.05398981486
1447	0.9984239559	0.05395193571
1448	0.9984239559	0.05389169023
1449	0.9984239559	0.05385724712
1450	0.9984239559	0.05383509771
1451	0.9984239559	0.05376147106
1452	0.9984239559	0.05373543763
1453	0.9984239559	0.05368041513
1454	0.9984239559	0.05363967912
1455	0.9984239559	0.05361809504
1456	0.9984239559	0.05359250485
1457	0.9984239559	0.05355467908
1458	0.9984239559	0.05352190727
1459	0.9984239559	0.05349789527
1460	0.9984239559	0.05347736521
1461	0.9984239559	0.05343674233
1462	0.9984239559	0.0533868097
1463	0.9984239559	0.05334816148
1464	0.9984239559	0.05329755493
1465	0.9984239559	0.05325358281
1466	0.9984239559	0.05321616201
1467	0.9984239559	0.0531599348
1468	0.9984239559	0.05309391905
1469	0.9984239559	0.05305043611
1470	0.9984239559	0.05302966449
1471	0.9984239559	0.0529847825
1472	0.9984239559	0.05294837637
1473	0.9984239559	0.05292475154
1474	0.9984239559	0.05287892227
1475	0.9984239559	0.05284632882
1476	0.9984239559	0.0528067811
1477	0.9984239559	0.0527638395
1478	0.9984239559	0.05271560153
1479	0.9984239559	0.05268183809
1480	0.9984239559	0.05266460877
1481	0.9984239559	0.05263282875
1482	0.9984239559	0.05259865307
1483	0.9984239559	0.05251205776
1484	0.9984239559	0.05249559019
1485	0.9984239559	0.05244142405
1486	0.9984239559	0.05242140112
1487	0.9984239559	0.05240845541
1488	0.9984239559	0.052379423
1489	0.9984239559	0.05235699248
1490	0.9984239559	0.05231992323
1491	0.9984239559	0.05230621526
1492	0.9984239559	0.05229290339
1493	0.9984239559	0.05224158255
1494	0.9984239559	0.05220419353
1495	0.9984239559	0.05218149441
1496	0.9984239559	0.05216891849
1497	0.9984239559	0.05213208279
1498	0.9984239559	0.05210684138
1499	0.9984239559	0.05206862169
1500	0.9984239559	0.05204687452
1501	0.9984239559	0.05200940198
1502	0.9984239559	0.05195911786
1503	0.9984239559	0.05192709812
1504	0.9984239559	0.05190621985
1505	0.9984239559	0.05186465025
1506	0.9984239559	0.05181298977
1507	0.9984239559	0.05175369655
1508	0.9984239559	0.05171759406
1509	0.9984239559	0.05168466928
1510	0.9984239559	0.05167275373
1511	0.9984239559	0.05165294448
1512	0.9984239559	0.05161489297
1513	0.9984239559	0.05157791433
1514	0.9984239559	0.05150949116
1515	0.9984239559	0.05146894291
1516	0.9984239559	0.05144582318
1517	0.9984239559	0.05139842169
1518	0.9984239559	0.0513571864
1519	0.9984239559	0.05133177315
1520	0.9984239559	0.051293642
1521	0.9984239559	0.05125396985
1522	0.9984239559	0.05124302683
1523	0.9984239559	0.05115144733
1524	0.9984239559	0.05111251502
1525	0.9984239559	0.05108015642
1526	0.9984239559	0.05103807985
1527	0.9984239559	0.0510225551
1528	0.9984239559	0.05100089992
1529	0.9984239559	0.05094500762
1530	0.9984239559	0.05089206689
1531	0.9984239559	0.05081369269
1532	0.9984239559	0.05079433567
1533	0.9984239559	0.05073665101
1534	0.9984239559	0.05071703962
1535	0.9984239559	0.05071081707
1536	0.9984239559	0.05069259159
1537	0.9984239559	0.05067415863
1538	0.9984239559	0.05062381884
1539	0.9984239559	0.05058091901
1540	0.9984239559	0.05054830541
1541	0.9984239559	0.05051126348
1542	0.9984239559	0.0504783018
1543	0.9984239559	0.05043043276
1544	0.9984239559	0.05038970299
1545	0.9984239559	0.0503512554
1546	0.9984239559	0.05032718546
1547	0.9984239559	0.05028224253
1548	0.9984239559	0.05027514857
1549	0.9984239559	0.05023152644
1550	0.9984239559	0.05018105326
1551	0.9984239559	0.05013919166
1552	0.9984239559	0.05012708847
1553	0.9984239559	0.05009526051
1554	0.9984239559	0.05004735509
1555	0.9984239559	0.04999870766
1556	0.9984239559	0.04999173484
1557	0.9984239559	0.04996990783
1558	0.9984239559	0.0499599086
1559	0.9984239559	0.04992644736
1560	0.9984239559	0.0498374048
1561	0.9984239559	0.0497904635
1562	0.9984239559	0.04977987639
1563	0.9984239559	0.04974963501
1564	0.9984239559	0.04968239275
1565	0.9984239559	0.04965191373
1566	0.9984239559	0.04961906503
1567	0.9984239559	0.04961239718
1568	0.9984239559	0.0495984991
1569	0.9984239559	0.04956468477
1570	0.9984239559	0.04952301105
1571	0.9984239559	0.04947189882
1572	0.9984239559	0.04944096191
1573	0.9984239559	0.04941352134
1574	0.9984239559	0.04936872827
1575	0.9984239559	0.04932396409
1576	0.9984239559	0.04927292024
1577	0.9984239559	0.04923594068
1578	0.9984239559	0.04921514445
1579	0.9984239559	0.04917788854
1580	0.9984239559	0.04913504914
1581	0.9984239559	0.04908160434
1582	0.9984239559	0.04904004229
1583	0.9984239559	0.04900582995
1584	0.9984239559	0.04897818212
1585	0.9984239559	0.04894389556
1586	0.9984239559	0.04890717311
1587	0.9984239559	0.04886826479
1588	0.9984239559	0.04882836338
1589	0.9984239559	0.04880873541
1590	0.9988184325	0.04877846116
1591	0.9988184325	0.04874879773
1592	0.9988184325	0.04872705165
1593	0.9988184325	0.0487120652
1594	0.9988184325	0.04868282248
1595	0.9988184325	0.04863681739
1596	0.9988184325	0.04858804324
1597	0.9988184325	0.04852493597
1598	0.9988184325	0.04850206345
1599	0.9988184325	0.04842661191
1600	0.9988184325	0.04840466149
1601	0.9988184325	0.04837377694
1602	0.9988184325	0.04836249342
1603	0.9988184325	0.04834778946
1604	0.9988184325	0.04832120101
1605	0.9988184325	0.04828322126
1606	0.9988184325	0.04826443178
1607	0.9988184325	0.04821147626
1608	0.9988184325	0.04816749166
1609	0.9988184325	0.04811542281
1610	0.9988184325	0.04803829597
1611	0.9988184325	0.04799894486
1612	0.9988184325	0.04796662213
1613	0.9988184325	0.04791756779
1614	0.9988184325	0.04788467679
1615	0.9988184325	0.04786508127
1616	0.9988184325	0.04781747469
1617	0.9988184325	0.04778001798
1618	0.9988184325	0.04775654376
1619	0.9988184325	0.04773447632
1620	0.9988184325	0.04769804359
1621	0.9988184325	0.04766730095
1622	0.9988184325	0.04762165265
1623	0.9988184325	0.04758891715
1624	0.9988184325	0.0475394755
1625	0.9988184325	0.04752954465
1626	0.9988184325	0.04747703835
1627	0.9988184325	0.04746123128
1628	0.9988184325	0.0474403021
1629	0.9988184325	0.04740185795
1630	0.9988184325	0.04736907032
1631	0.9988184325	0.04734702235
1632	0.9988184325	0.0473008373
1633	0.9988184325	0.04726328325
1634	0.9988184325	0.0472304727
1635	0.9988184325	0.04718289199
1636	0.9988184325	0.04717182369
1637	0.9988184325	0.04712366712
1638	0.9988184325	0.04709878149
1639	0.9988184325	0.04706544754
1640	0.9988184325	0.04702584553
1641	0.9988184325	0.04699356111
1642	0.9988184325	0.04698436179
1643	0.9988184325	0.04695390539
1644	0.9988184325	0.04694371589
1645	0.9988184325	0.0469010651
1646	0.9988184325	0.04686088091
1647	0.9988184325	0.04685020934
1648	0.9988184325	0.04681377963
1649	0.9988184325	0.04677808414
1650	0.9988184325	0.04675734217
1651	0.9988184325	0.04673419512
1652	0.9988184325	0.04669932766
1653	0.9988184325	0.04667943209
1654	0.9988184325	0.04664886475
1655	0.9988184325	0.04660715057
1656	0.9988184325	0.0465802302
1657	0.9988184325	0.04654670044
1658	0.9988184325	0.04653266544
1659	0.9988184325	0.04649747356
1660	0.9988184325	0.0464826465
1661	0.9988184325	0.04644989638
1662	0.9988184325	0.04642174616
1663	0.9988184325	0.04638995843
1664	0.9988184325	0.04634041501
1665	0.9988184325	0.04631337737
1666	0.9988184325	0.0462719975
1667	0.9988184325	0.04625088989
1668	0.9988184325	0.04621647426
1669	0.9988184325	0.04618683159
1670	0.9988184325	0.04615485681
1671	0.9988184325	0.04613676772
1672	0.9988184325	0.04612753218
1673	0.9988184325	0.04609988818
1674	0.9988184325	0.04605150373
1675	0.9988184325	0.04600965683
1676	0.9988184325	0.04598570024
1677	0.9988184325	0.0459538194
1678	0.9988184325	0.04593270052
1679	0.9988184325	0.04590018314
1680	0.9988184325	0.04587717594
1681	0.9988184325	0.04585146028
1682	0.9988184325	0.0458265749
1683	0.9988184325	0.04580991072
1684	0.9988184325	0.04578625797
1685	0.9988184325	0.04574684867
1686	0.9988184325	0.04567949098
1687	0.9988184325	0.04565326646
1688	0.9988184325	0.04562932955
1689	0.9988184325	0.04558653268
1690	0.9988184325	0.04556661843
1691	0.9988184325	0.04554871608
1692	0.9988184325	0.04553716679
1693	0.9988184325	0.04548068807
1694	0.9988184325	0.04546150371
1695	0.9988184325	0.04543287641
1696	0.9988184325	0.04538569798
1697	0.9988184325	0.04536244943
1698	0.9988184325	0.04531152524
1699	0.9988184325	0.04529409055
1700	0.9988184325	0.04525240028
1701	0.9988184325	0.04521662682
1702	0.9988184325	0.04518487014
1703	0.9988184325	0.0451219672
1704	0.9988184325	0.04508654674
1705	0.9988184325	0.0450603467
1706	0.9988184325	0.0450470724
1707	0.9988184325	0.04500203724
1708	0.9988184325	0.04496686822
1709	0.9988184325	0.04494043764
1710	0.9988184325	0.04491309897
1711	0.9988184325	0.04489191526
1712	0.9988184325	0.04487623082
1713	0.9990807617	0.04485322778
