iter	F1	Logloss
142	0.8896604938	0.2502042786
143	0.8905466238	0.2495296466
144	0.8898893748	0.248973324
145	0.8903176032	0.2484509963
146	0.8909745436	0.2480091156
147	0.8908060778	0.2474976975
148	0.8916934965	0.2469742361
149	0.8916934965	0.2463996421
150	0.8923512748	0.2459840361
151	0.8921530731	0.2455238723
152	0.8930412371	0.2449518267
153	0.8930412371	0.2443460642
154	0.8934690197	0.2438002601
155	0.8936992656	0.2434596302
156	0.8936992656	0.2431104704
157	0.8936992656	0.2426715107
158	0.8939296301	0.2419217038
159	0.8945876289	0.2414361465
160	0.8945876289	0.2409159422
161	0.8956723338	0.2404803059
162	0.8963650425	0.2401109054
163	0.8963650425	0.2395772866
164	0.8961692248	0.239119478
165	0.8964004645	0.2384616786
166	0.8966318235	0.2378714841
167	0.8968633019	0.2376200068
168	0.8970948999	0.2370801535
169	0.8973266176	0.236512883
170	0.8973266176	0.2360853851
171	0.8977536793	0.2355406567
172	0.8974854932	0.2350524825
173	0.8988387097	0.2346403295
174	0.8981804104	0.2344200294
175	0.8977170128	0.2341969124
176	0.899302866	0.2338663368
177	0.8999612753	0.2334003796
178	0.8999612753	0.2330075687
179	0.9001547988	0.2325559467
180	0.8999612753	0.2323482622
181	0.9008125887	0.2319924212
182	0.9010450264	0.2316965889
183	0.90174306	0.2312036906
184	0.9021683015	0.2302982976
185	0.9021683015	0.2299690256
186	0.9021683015	0.2297318344
187	0.90174306	0.2291534746
188	0.9015503876	0.2287037971
189	0.9015503876	0.2282492586
190	0.902016546	0.2279703767
191	0.9029088559	0.2275937736
192	0.9029088559	0.2272027613
193	0.9024831868	0.2269672888
194	0.9029088559	0.2265745295
195	0.9028674761	0.2260651503
196	0.902442176	0.2255744895
197	0.9031007752	0.2249829768
198	0.9035257652	0.2246886261
199	0.9035257652	0.2241515805
200	0.9041838843	0.2237009048
201	0.9037592042	0.2234641799
202	0.9041838843	0.2231714128
203	0.9046511628	0.2229284388
204	0.9053093916	0.2225666842
205	0.9051189245	0.2221859204
206	0.9057774331	0.2217859966
207	0.9057774331	0.2212524627
208	0.9053529868	0.2211077083
209	0.9051623755	0.2205845193
210	0.9051623755	0.2202697553
211	0.9051623755	0.2199256638
212	0.905631068	0.2194485658
213	0.9058214748	0.2189808411
214	0.9060116354	0.2185526157
215	0.9057774331	0.2180462507
216	0.9062459589	0.2174760499
217	0.9062459589	0.2172158879
218	0.9062904478	0.2168846873
219	0.9061002461	0.2164270515
220	0.9061002461	0.2161732509
221	0.9065251165	0.2158188825
222	0.9065251165	0.2155185442
223	0.9067599068	0.2152317392
224	0.9067599068	0.2148716435
225	0.9065251165	0.2143818598
226	0.9067599068	0.2140662772
227	0.9063350175	0.2136279864
228	0.9065699106	0.2128600756
229	0.906614786	0.212342405
230	0.906614786	0.2120454931
231	0.907085388	0.2116605348
232	0.9079356846	0.2112262691
233	0.9092086517	0.2108957887
234	0.9087846592	0.2105709367
235	0.9085958771	0.21028021
236	0.9093032308	0.2099397994
237	0.9099636741	0.2096546713
238	0.9099636741	0.2093143218
239	0.9097754122	0.2090647396
240	0.9097754122	0.2087988404
241	0.910623946	0.2085144079
242	0.9101998443	0.2081504767
243	0.9104361371	0.2077120603
244	0.9104361371	0.2072817874
245	0.9109090909	0.2069133097
246	0.9109090909	0.2066166675
247	0.9111457521	0.2063208899
248	0.9111457521	0.2059585091
249	0.9120436534	0.2056255101
250	0.9116194437	0.205367369
251	0.9113825364	0.2051079229
252	0.9116194437	0.2047175447
253	0.9118564743	0.2044353765
254	0.9123309053	0.2041048139
255	0.9127551684	0.2036741259
256	0.9123309053	0.2034045925
257	0.9120936281	0.2031145973
258	0.911906311	0.2028716536
259	0.9114813851	0.202560846
260	0.9126188306	0.2021774751
261	0.9124315872	0.2018994163
262	0.9124315872	0.2015764573
263	0.91328125	0.2011504592
264	0.9137055838	0.200813357
265	0.9137055838	0.2004831794
266	0.9144196952	0.2000207344
267	0.9137055838	0.1996832982
268	0.9132301288	0.1993488516
269	0.9132301288	0.1990070816
270	0.9132301288	0.1987884446
271	0.9134677944	0.1984891989
272	0.9139434969	0.1981868358
273	0.9139434969	0.1978979598
274	0.9139434969	0.1975511488
275	0.91328125	0.1972167337
276	0.91328125	0.1970620614
277	0.9141815341	0.196899777
278	0.91328125	0.1965258578
279	0.91328125	0.1963251685
280	0.9144196952	0.1959931181
281	0.9142335766	0.1956153557
282	0.9151349237	0.1952629117
283	0.9153204794	0.1949671056
284	0.9155590305	0.1947360356
285	0.9153204794	0.1944612048
286	0.9159828058	0.1942313298
287	0.9162214984	0.1939132112
288	0.9159828058	0.1936030485
289	0.91640625	0.193440935
290	0.9168293635	0.1932559566
291	0.9170680901	0.1928979313
292	0.917306941	0.1926442239
293	0.9171227522	0.1922943697
294	0.9177850163	0.1919756549
295	0.9183912534	0.1917440453
296	0.9186303867	0.1913802152
297	0.9188696445	0.1910996611
298	0.9188696445	0.1907818404
299	0.9188696445	0.1904708487
300	0.9192918511	0.1902362954
301	0.9192918511	0.1899801413
302	0.9192918511	0.1895845221
303	0.9190525768	0.1893644986
304	0.9192918511	0.1890802274
305	0.9192918511	0.1888081115
306	0.9192918511	0.188559293
307	0.9192918511	0.188347904
308	0.9200104221	0.1880837952
309	0.9197707736	0.1878513375
310	0.9197707736	0.1876306357
311	0.9206721376	0.1874020018
312	0.9206721376	0.1871777549
313	0.9201926832	0.1867922109
314	0.9201926832	0.1865812986
315	0.9210355145	0.1863734742
316	0.9206721376	0.1861271027
317	0.920432348	0.1858998849
318	0.920432348	0.1856081122
319	0.920432348	0.1853251599
320	0.9201926832	0.1851063911
321	0.9206142634	0.1847782367
322	0.9206142634	0.1845672354
323	0.9206142634	0.1843921995
324	0.9212752115	0.1841398736
325	0.9215150332	0.1838048713
326	0.9217549798	0.1834157926
327	0.9219950514	0.1831756776
328	0.9219950514	0.182879552
329	0.9219950514	0.1827168119
330	0.9222352481	0.182518613
331	0.9222352481	0.1822630949
332	0.92247557	0.1819440534
333	0.9224160375	0.1818022803
334	0.92265625	0.1814813569
335	0.9228965877	0.1812239515
336	0.9239781307	0.1809734613
337	0.9239781307	0.180748794
338	0.9234972678	0.1804154381
339	0.9237376366	0.1801408289
340	0.9237376366	0.1797559151
341	0.9237376366	0.179486233
342	0.9234972678	0.1792607561
343	0.9230769231	0.1790604937
344	0.9230769231	0.1788274138
345	0.9230769231	0.1785587907
346	0.9233172764	0.1784409624
347	0.9233172764	0.1779789102
348	0.9237376366	0.1777440814
349	0.9237376366	0.1774737491
350	0.9239781307	0.1771034835
351	0.9241576688	0.1769585753
352	0.9241576688	0.1767925922
353	0.9252372903	0.1765501552
354	0.9252372903	0.176330506
355	0.9256563556	0.1760745782
356	0.9256563556	0.1758592682
357	0.9260750942	0.1756866491
358	0.9260750942	0.1753759463
359	0.9260750942	0.17504767
360	0.9264935065	0.1747756109
361	0.9260750942	0.1745856547
362	0.9263157895	0.1743442002
363	0.9258970359	0.1741734453
364	0.9265566099	0.1738003033
365	0.9261378414	0.1735728769
366	0.9265566099	0.173287387
367	0.9265566099	0.1730351328
368	0.9272160125	0.1727396126
369	0.9274570983	0.1724279031
370	0.9274570983	0.1721440413
371	0.9276983095	0.1719361296
372	0.9276983095	0.1716371409
373	0.9279396462	0.1714034396
374	0.9279396462	0.1711750604
375	0.9283578208	0.1708817012
376	0.9283578208	0.1707250618
377	0.9283578208	0.1705517963
378	0.9285992977	0.1702660881
379	0.9292587776	0.1701090981
380	0.9295005203	0.1697580826
381	0.9301599688	0.1695437905
382	0.9301599688	0.1691664932
383	0.9301599688	0.1688257885
384	0.9305772231	0.1685902583
385	0.9305772231	0.1684345242
386	0.9308192458	0.1681367033
387	0.9308192458	0.1678874301
388	0.9310613944	0.1676201633
389	0.9310613944	0.167407098
390	0.9321372855	0.1672486426
391	0.9314783513	0.1669889905
392	0.9317206399	0.1667779665
393	0.9319630545	0.1666507342
394	0.9324482624	0.1663722786
395	0.9324482624	0.1661886658
396	0.9326222685	0.1659729415
397	0.9327960484	0.1656435047
398	0.9336277439	0.1655095438
399	0.9338703391	0.1651951837
400	0.9338703391	0.164878351
401	0.9341130604	0.1646497107
402	0.9341130604	0.1643697333
403	0.9341130604	0.1641776148
404	0.9345988818	0.1639479396
405	0.9345988818	0.1637400646
406	0.9345988818	0.1636088782
407	0.9345988818	0.1634677002
408	0.9350852088	0.163276344
409	0.9357440166	0.1629738446
410	0.9357440166	0.1626677431
411	0.9355006502	0.1623336916
412	0.9357440166	0.1620407395
413	0.9357440166	0.1618757994
414	0.9357440166	0.1616172039
415	0.9357440166	0.1614361547
416	0.9355006502	0.1612351463
417	0.9357440166	0.1608783205
418	0.9362311296	0.1606625598
419	0.9362311296	0.1604539275
420	0.9369627507	0.1602285701
421	0.9372068786	0.1600228663
422	0.9369627507	0.1597150304
423	0.9372068786	0.1592390734
424	0.9374511337	0.1589623966
425	0.937866354	0.1586615286
426	0.9374511337	0.1582918989
427	0.9385256577	0.1580313879
428	0.9385256577	0.157861489
429	0.9387701928	0.1575949496
430	0.9385999218	0.1574673711
431	0.9390896048	0.1572847709
432	0.939334638	0.1570024519
433	0.9390896048	0.1567813106
434	0.9390896048	0.1565539523
435	0.9399191972	0.156208296
436	0.940164255	0.1560436693
437	0.9402400835	0.1556517312
438	0.9399947822	0.1554314035
439	0.9404094406	0.1551787607
440	0.9404094406	0.1550388526
441	0.9404094406	0.1548461397
442	0.9409001957	0.1546544208
443	0.9409001957	0.154463846
444	0.9415601357	0.1541531713
445	0.9420516836	0.1539607393
446	0.9423879041	0.1536559984
447	0.9428013029	0.1534340449
448	0.9437060203	0.1531083774
449	0.9439520334	0.1527693047
450	0.9441981747	0.1526482884
451	0.9449373695	0.1523173836
452	0.9449373695	0.1521660069
453	0.9449373695	0.1519525596
454	0.9453502022	0.1518387893
455	0.9453502022	0.1516649932
456	0.9460093897	0.1514245413
457	0.9460093897	0.1510672781
458	0.9462561962	0.1507622159
459	0.9460093897	0.1505173826
460	0.9462561962	0.1502621387
461	0.9465031315	0.1499858661
462	0.9467501958	0.1496379226
463	0.946997389	0.1494504856
464	0.946997389	0.1492572158
465	0.946997389	0.1490228606
466	0.9467501958	0.14874545
467	0.9467501958	0.1483705217
468	0.9467501958	0.1481490747
469	0.9465031315	0.1480222113
470	0.946337642	0.1476747687
471	0.9465031315	0.1474487051
472	0.9475743349	0.1472370371
473	0.9478215497	0.1470558727
474	0.9487279843	0.1468975158
475	0.9483163665	0.1466583274
476	0.9491392801	0.1464616342
477	0.9493869032	0.1463495572
478	0.948975597	0.1461169788
479	0.9497192112	0.1458850955
480	0.9497192112	0.1456241291
481	0.9499673416	0.145475197
482	0.9502156017	0.1453145449
483	0.9502156017	0.1451082477
484	0.9511238892	0.1448927671
485	0.9515349445	0.1446801378
486	0.9515349445	0.144554598
487	0.9508753593	0.1443885225
488	0.950378689	0.1441780726
489	0.950378689	0.1440455618
490	0.950378689	0.1439411644
491	0.9508753593	0.143714053
492	0.9512864046	0.143515752
493	0.9515349445	0.1433056078
494	0.9516971279	0.1430930256
495	0.9516971279	0.1429479096
496	0.9521075297	0.1427279906
497	0.9514487079	0.1425880693
498	0.9514487079	0.1424648956
499	0.9516971279	0.1423109713
500	0.9516971279	0.1421936218
501	0.9516971279	0.1420758564
502	0.9516971279	0.1418193151
503	0.9516971279	0.1416636166
504	0.9519456777	0.1414699765
505	0.9521943574	0.1411503606
506	0.9521943574	0.1409494848
507	0.952853598	0.1407453426
508	0.9535126665	0.1405026859
509	0.9540109747	0.1403108613
510	0.9540109747	0.1401166222
511	0.9537617555	0.1399867272
512	0.9537617555	0.1397021324
513	0.9540109747	0.1395710442
514	0.9547594142	0.1393017548
515	0.9547594142	0.1390674216
516	0.9547594142	0.1388211314
517	0.9547594142	0.1386543572
518	0.9550091551	0.138321513
519	0.9547594142	0.1380916265
520	0.9547594142	0.1379760478
521	0.9545098039	0.1378230146
522	0.9547594142	0.1376680475
523	0.9552590267	0.1373762426
524	0.9557591623	0.1370860745
525	0.9557591623	0.1368401194
526	0.9559189012	0.1366292012
527	0.9556688898	0.1364359533
528	0.9556688898	0.1362777035
529	0.9556688898	0.1362152952
530	0.9556688898	0.1361388932
531	0.9559189012	0.1360399401
532	0.9559189012	0.1358783197
533	0.9563284519	0.1357480028
534	0.9563284519	0.1356284457
535	0.9565786032	0.1353684869
536	0.9570792986	0.1350527095
537	0.9573298429	0.1348567595
538	0.9573298429	0.1346981583
539	0.9570792986	0.1345142737
540	0.9577391077	0.1344056481
541	0.9577391077	0.1342669155
542	0.9577391077	0.1341200959
543	0.9573298429	0.1340072488
544	0.9579897919	0.1337516469
545	0.9577391077	0.1334906649
546	0.9586495682	0.1333514453
547	0.9586495682	0.1332293138
548	0.9586495682	0.1330109204
549	0.9589005236	0.1328875553
550	0.9593091718	0.1327341393
551	0.959560267	0.1325227456
552	0.9598114937	0.132318093
553	0.959560267	0.1322039146
554	0.9593091718	0.1319378183
555	0.9599686028	0.1317435708
556	0.9599686028	0.1315317961
557	0.9603766183	0.1313772381
558	0.9606278613	0.1311871616
559	0.9606278613	0.131088907
560	0.9606278613	0.1309660048
561	0.9606278613	0.1308662447
562	0.9606278613	0.1307115163
563	0.9606278613	0.1306196805
564	0.9606278613	0.1305225998
565	0.961130742	0.130266196
566	0.961130742	0.130059832
567	0.9612260938	0.1299425906
568	0.9612260938	0.1297963616
569	0.9612260938	0.1295429403
570	0.9609743321	0.1293573052
571	0.9609743321	0.1292253048
572	0.9609743321	0.1290229959
573	0.9609743321	0.1288974267
574	0.9609743321	0.1287676353
575	0.9609743321	0.1286041918
576	0.9612260938	0.1284547974
577	0.9607227023	0.1282814913
578	0.9607227023	0.1280783414
579	0.9607227023	0.1278487961
580	0.9607227023	0.1276695093
581	0.9607227023	0.1275882904
582	0.9607227023	0.1274534381
583	0.9605659636	0.1272352722
584	0.9612260938	0.1269313097
585	0.9608177172	0.1267931983
586	0.9612260938	0.126621096
587	0.9612260938	0.1263693941
588	0.9612260938	0.1262315188
589	0.9612260938	0.1261279139
590	0.9608177172	0.1259373824
591	0.9608177172	0.1255720275
592	0.9608177172	0.1254041007
593	0.9616341495	0.1252465465
594	0.9616341495	0.1250330308
595	0.9616341495	0.1249071825
596	0.9616341495	0.1247840404
597	0.9632631717	0.1244810989
598	0.9632631717	0.1243092582
599	0.9632631717	0.1242098572
600	0.9637671681	0.1240574522
601	0.9637671681	0.1239198953
602	0.9637671681	0.1236904421
603	0.9637671681	0.1235261947
604	0.9645797935	0.1233093708
605	0.9648320042	0.1231563088
606	0.9648320042	0.1230281726
607	0.9652378463	0.1228676633
608	0.9648320042	0.1226613318
609	0.9650843468	0.1225231163
610	0.9650843468	0.1223568811
611	0.9650843468	0.1222029687
612	0.9650843468	0.122073512
613	0.9653368215	0.1218649379
614	0.9655894282	0.1217051195
615	0.9659952917	0.1214816914
616	0.9659952917	0.1213574883
617	0.9659952917	0.1212560757
618	0.9664008367	0.1210948278
619	0.9664008367	0.12097399
620	0.9664008367	0.1207924793
621	0.9664008367	0.1206092469
622	0.9666535896	0.1205163393
623	0.9664008367	0.1203976241
624	0.9670588235	0.1201940663
625	0.9674637397	0.1200098057
626	0.9672109732	0.1198546772
627	0.9672109732	0.119721709
628	0.9672109732	0.1196211019
629	0.9676155654	0.1195155922
630	0.9676155654	0.1193743928
631	0.9672109732	0.119213895
632	0.9680198408	0.1190842962
633	0.967767193	0.1188913064
634	0.967767193	0.1186866488
635	0.9680198408	0.1185447643
636	0.967767193	0.1184497993
637	0.9675146771	0.11824066
638	0.9676662321	0.1180642032
639	0.9679186228	0.1179668422
640	0.9679186228	0.1178355235
641	0.9681711453	0.117700363
642	0.9685747816	0.1175118942
643	0.9683222526	0.1173304541
644	0.9683222526	0.1171992455
645	0.9683222526	0.1170545764
646	0.9683222526	0.1169590254
647	0.9680698553	0.1168643179
648	0.9683222526	0.1166462424
649	0.9683222526	0.1165487536
650	0.9683222526	0.1164146008
651	0.9683222526	0.1163180134
652	0.9683222526	0.1162140928
653	0.9683222526	0.1160707864
654	0.9683222526	0.1159284201
655	0.9688274423	0.1157665274
656	0.9690802348	0.1155487149
657	0.9690802348	0.1153616637
658	0.9690802348	0.1152342085
659	0.9690802348	0.1151496922
660	0.9690802348	0.11500234
661	0.9690802348	0.1148981288
662	0.9690802348	0.114823129
663	0.9690802348	0.1146637351
664	0.9694835681	0.1145500766
665	0.9698865858	0.1144330932
666	0.9698865858	0.1143408864
667	0.9698865858	0.1142143173
668	0.9698865858	0.1140429944
669	0.9698865858	0.1138652688
670	0.9705422315	0.1137996865
671	0.9705422315	0.1137151808
672	0.97109375	0.1136568187
673	0.9713467049	0.1135132762
674	0.9715997916	0.1133692801
675	0.9715997916	0.1132357959
676	0.9715997916	0.1131128125
677	0.9715997916	0.1129702379
678	0.9713467049	0.1128512121
679	0.9713467049	0.1126410633
680	0.9713467049	0.1124838795
681	0.9713467049	0.1123861343
682	0.9713467049	0.1122722581
683	0.9713467049	0.1121158922
684	0.9715997916	0.112005883
685	0.9715997916	0.1118074735
686	0.9715997916	0.1116996165
687	0.9718530102	0.1114403923
688	0.9715997916	0.1112975438
689	0.9715997916	0.1111146536
690	0.9718530102	0.1109850362
691	0.9715997916	0.1108759646
692	0.9715997916	0.1107370257
693	0.9713467049	0.1106444664
694	0.9713467049	0.1105342677
695	0.9713467049	0.1104375881
696	0.9717484703	0.1103463948
697	0.9717484703	0.1102583522
698	0.9713467049	0.1101275494
699	0.9713467049	0.1099466336
700	0.9717484703	0.1098351897
701	0.9717484703	0.1097071809
702	0.9717484703	0.1095372511
703	0.9717484703	0.1093449269
704	0.9717484703	0.1092370122
705	0.9721499219	0.1091669963
706	0.9721499219	0.1091142249
707	0.9717484703	0.1089301539
708	0.9717484703	0.1088311037
709	0.9720015627	0.1087239661
710	0.97240302	0.1086125505
711	0.97240302	0.1084364803
712	0.97265625	0.1083531257
713	0.97265625	0.108259188
714	0.97265625	0.1081386364
715	0.97265625	0.1079923531
716	0.9731631058	0.1078621789
717	0.9731631058	0.1077605953
718	0.9731631058	0.1076533501
719	0.9731631058	0.1075531783
720	0.9734167318	0.1074699269
721	0.9738178976	0.107228012
722	0.9738178976	0.1071348866
723	0.9740716612	0.1070005863
724	0.9740716612	0.1069235026
725	0.9740716612	0.1068266607
726	0.9740716612	0.1067696507
727	0.9740716612	0.1066604645
728	0.9739243807	0.1064441942
729	0.9741784038	0.1063204758
730	0.9741784038	0.106242687
731	0.9741784038	0.1060948597
732	0.9741784038	0.105977279
733	0.9748337463	0.1057921666
734	0.9748337463	0.1055943903
735	0.9748337463	0.1055278107
736	0.9750880397	0.1053709929
737	0.9753424658	0.1051544865
738	0.9753424658	0.1050636978
739	0.9753424658	0.1049020733
740	0.9753424658	0.104745783
741	0.9753424658	0.1046175858
742	0.9755970247	0.1045155885
743	0.9755970247	0.1044314202
744	0.9755970247	0.1043587288
745	0.9758517165	0.1042366338
746	0.9758517165	0.1040383777
747	0.9758517165	0.1039575948
748	0.9755970247	0.103889587
749	0.976653189	0.1037488566
750	0.9769080235	0.103647938
751	0.977017498	0.1035415628
752	0.977162991	0.1034055083
753	0.977162991	0.1033426963
754	0.977162991	0.103278934
755	0.977162991	0.1031778586
756	0.9765074393	0.1030299757
757	0.977017498	0.1028711242
758	0.9774180916	0.1026435848
759	0.9774180916	0.1025236973
760	0.9774180916	0.102402412
761	0.9774180916	0.1022619513
762	0.9774180916	0.1021400302
763	0.9774180916	0.1019705254
764	0.9774180916	0.1018755954
765	0.9774180916	0.1016828011
766	0.9774180916	0.1015368627
767	0.9774180916	0.1014206169
768	0.9774180916	0.1013532337
769	0.9774180916	0.1013225532
770	0.9774180916	0.101232605
771	0.9774180916	0.1011215777
772	0.9778183716	0.1010278709
773	0.9778183716	0.1009443478
774	0.9778183716	0.1008392907
775	0.9778183716	0.1007328326
776	0.9778183716	0.1006637458
777	0.9778183716	0.1004715605
778	0.9778183716	0.1003942002
779	0.97807361	0.1002195804
780	0.97807361	0.1000982497
781	0.97807361	0.0999877204
782	0.9788732394	0.09984554369
783	0.9788732394	0.0996794808
784	0.9788732394	0.09958252579
785	0.9788732394	0.09953789637
786	0.9788732394	0.09943315894
787	0.9788732394	0.09940875254
788	0.9788732394	0.09931472131
789	0.9788732394	0.09915267697
790	0.9788732394	0.0990677422
791	0.9788732394	0.09902130754
792	0.9793841336	0.09884467109
793	0.9797834877	0.09876133318
794	0.9797834877	0.09862725928
795	0.9797834877	0.09850619984
796	0.9797834877	0.09838364192
797	0.9797834877	0.09826179609
798	0.9797834877	0.09812767038
799	0.9797834877	0.09797743053
800	0.9800391389	0.09790528596
801	0.9800391389	0.09776901224
802	0.9800391389	0.097669683
803	0.9800391389	0.09754650136
804	0.9804381847	0.09748712772
805	0.9800391389	0.09742757764
806	0.9806939734	0.09734088929
807	0.9806939734	0.09724912285
808	0.9806939734	0.09717637969
809	0.9806939734	0.09705799076
810	0.9806939734	0.09694043019
811	0.9809498956	0.096855521
812	0.9809498956	0.09675392731
813	0.9809498956	0.09664064819
814	0.9809498956	0.09654800276
815	0.9809498956	0.09647458729
816	0.9809498956	0.09635634586
817	0.9809498956	0.09628316113
818	0.9809498956	0.09612532709
819	0.9812059514	0.09599927941
820	0.9812059514	0.09590357879
821	0.9821172171	0.09576425567
822	0.9825156576	0.09566029143
823	0.9825156576	0.09556991693
824	0.9825156576	0.09544013123
825	0.9827721222	0.09529293816
826	0.9825156576	0.09516268072
827	0.9827721222	0.09506348641
828	0.9827721222	0.09496834747
829	0.9827721222	0.09490741461
830	0.9827721222	0.09480477009
831	0.9827721222	0.09465306738
832	0.9827721222	0.09461915172
833	0.9827721222	0.09446500773
834	0.9827721222	0.09437799955
835	0.9827721222	0.09422509939
836	0.9825156576	0.0941626647
837	0.9825156576	0.09408507831
838	0.9825156576	0.09398855396
839	0.9825156576	0.09389052815
840	0.9825156576	0.09379808222
841	0.9825156576	0.09370424525
842	0.9830287206	0.09358838926
843	0.9830287206	0.09352253918
844	0.9832854531	0.09339119101
845	0.9832854531	0.09326570576
846	0.9832854531	0.09317071272
847	0.9832854531	0.09305517665
848	0.9832854531	0.09294613087
849	0.9832854531	0.09285679605
850	0.9835423197	0.09280495199
851	0.9830287206	0.09267247291
852	0.9832854531	0.09259169451
853	0.9832854531	0.0925271402
854	0.9832854531	0.09247605606
855	0.9835423197	0.09237524079
856	0.9835423197	0.09223750113
857	0.9832854531	0.09213841717
858	0.9832854531	0.09206732194
859	0.9832854531	0.09200116449
860	0.9832854531	0.0918439358
861	0.9832854531	0.09176330106
862	0.9835423197	0.09166170653
863	0.9835423197	0.09152377504
864	0.9835423197	0.09144021975
865	0.9839404622	0.09134307203
866	0.9839404622	0.09129677054
867	0.9839404622	0.09119894316
868	0.9839404622	0.09110491747
869	0.9841974664	0.09102035648
870	0.9844546048	0.09090935759
871	0.9844546048	0.09082936377
872	0.9844546048	0.09074947863
873	0.9844546048	0.09061815689
874	0.9844546048	0.09056100411
875	0.9841974664	0.09041704837
876	0.9844546048	0.09033809603
877	0.9844546048	0.09024810373
878	0.9839404622	0.09010430662
879	0.9844546048	0.08990983836
880	0.9844546048	0.08978243394
881	0.9849692851	0.08969418406
